Run Event PX1 PY1 PZ1 E1 PX2 PY2 PZ2 E2
166033 966689405 -9.63489 42.8158 -17.7781 47.3507 -2.56128 -42.3691 -32.5522 53.4916 
166033 966133615 11.0338 20.0198 51.5484 56.3895 -12.4252 -11.8559 1.08473 17.2082 
166033 965916531 15.6916 -12.706 65.427 68.4716 10.1439 -9.22955 27.2231 30.4825 
166033 966115667 15.0302 -22.9807 -148.458 150.976 -20.8017 15.6823 48.0252 54.6358 
166033 966289771 -10.0264 -11.5563 -2.73814 15.5427 -8.68712 -9.35917 -5.07908 13.7425 
166033 965991223 43.6052 40.0188 -8.18968 59.7494 -14.5432 -8.81085 -32.5893 36.7587 
166033 966401359 -19.9333 -76.156 320.412 329.941 10.663 22.6848 57.494 62.7205 
166033 966311072 17.0181 10.248 -57.8718 61.1865 -4.79257 -11.6053 -23.7089 26.8284 
166033 966436704 5.73108 -49.9845 -133.777 142.925 -6.32761 38.1574 -52.0262 64.8286 
166033 965724361 -53.5507 2.65474 50.3836 73.5747 40.1367 -12.03 32.0312 52.7415 
166033 965673089 31.7016 21.1237 1.97717 38.1459 -28.8267 -20.3036 56.6825 66.7542 
166033 966947388 -27.9877 1.89307 -1.11416 28.0737 11.6238 -15.785 21.012 28.7364 
166033 967076180 42.1358 14.7409 -23.0755 50.2513 -40.912 -14.3639 7.21612 43.9567 
166033 966750244 -21.9061 23.7317 -74.0901 80.8234 -6.02806 2.82834 11.897 13.6336 
166033 966901444 18.8175 -10.1406 17.1926 27.4321 -6.92327 10.3226 3.99725 13.0562 
166033 967854940 10.4482 -26.7507 42.0223 50.8983 -6.12652 10.9759 23.5269 26.6744 
166033 967288122 -27.7101 -20.0193 6.67837 34.8313 2.56023 5.43445 -0.258678 6.0129 
166033 966887934 -15.1296 -4.39904 -26.0785 30.4687 4.20145 12.5961 -66.296 67.6127 
166033 966743642 -69.0293 -29.1184 -136.204 155.449 9.44143 27.44 -103.89 107.867 
166033 966975133 -3.79296 -22.5705 -13.0292 26.3358 -2.14296 19.7833 -113.433 115.165 
166033 967403125 19.9043 -13.8676 -20.0891 31.497 11.8476 -5.81898 -17.8833 22.227 
166033 967816373 32.5303 -8.07902 -40.3673 52.4692 -30.0583 11.7833 20.1519 38.0585 
166033 967117213 -6.04434 -55.6918 84.6947 101.545 0.0752849 28.1074 133.048 135.985 
166033 967199143 35.9358 -38.8821 -16.0125 55.3137 -22.7432 30.8322 0.918488 38.3239 
166033 967371399 -24.986 -11.6912 3.8784 27.8573 14.2375 -5.68205 52.2947 54.4952 
166033 967326449 15.8543 -20.481 103.711 106.896 11.3937 2.79115 30.3703 32.5571 
166033 967892777 -30.4687 26.6581 -48.3018 63.0243 15.816 -4.48813 -43.5064 46.5091 
166033 967634587 2.95692 -13.0549 23.2174 26.7997 -8.82943 6.42829 -4.02007 11.638 
166033 966976584 12.914 6.32776 0.587051 14.3929 1.90962 -12.1668 -6.2538 13.8126 
166033 967364632 -33.8224 24.5502 59.0138 72.3139 33.8448 -23.1974 72.8455 83.6066 
166033 967388728 16.8103 23.4487 -55.3178 62.3898 -8.43478 -3.65032 -9.79417 13.4312 
166033 967827112 29.7789 30.5173 64.6753 77.466 7.10027 8.64681 -7.19915 13.3045 
166033 966972865 -29.0813 -4.24446 97.2538 101.597 22.1174 0.949426 -4.51441 22.5934 
166033 967106169 -7.98095 16.5014 4.19806 18.8047 -7.07136 9.26731 3.31366 12.1189 
166033 967530985 -15.3056 10.8457 16.3021 24.8526 15.3553 -2.8939 -38.4718 41.524 
166033 967798985 -45.8284 -4.79579 -161.35 167.801 12.0877 4.03918 -40.0969 42.0736 
166033 968226587 -14.6037 12.5844 -10.0131 21.7232 11.2818 -6.8105 3.43396 13.6181 
166033 968788291 16.4548 -8.27802 -34.7353 39.317 -11.4305 -5.07796 6.69585 14.1872 
166033 968777011 -6.45742 -19.3087 -37.0805 42.3023 2.43988 11.0655 -7.88673 13.8058 
166033 968877731 -25.656 -24.0252 55.3403 65.5591 6.26315 9.09745 13.3573 17.3323 
166033 968479382 42.6627 -13.739 258.249 262.109 -27.3291 10.4947 71.8804 77.6132 
166033 968709126 -21.8704 41.45 -55.2509 72.4506 -0.859219 10.4983 -8.34111 13.436 
166033 969161262 -19.928 -25.3697 54.2838 63.1465 7.18092 21.4718 -34.0983 40.9304 
166033 968292674 12.2874 12.2765 31.3125 35.8074 -9.13642 -6.64547 2.88407 11.6599 
166033 968981802 18.9147 -45.8716 96.9566 108.915 -22.3911 36.7759 62.8857 76.2131 
166033 968920854 10.4877 19.0231 42.0155 47.2988 15.4936 2.75288 -16.256 22.6249 
166033 969106406 27.8891 48.9415 35.5681 66.6195 -15.4632 -36.7806 8.55378 40.8055 
166033 968326719 -7.24654 -24.6928 30.9557 40.2555 -1.76886 -6.95699 7.80681 10.6054 
166033 968337289 -6.4105 29.5087 48.1471 56.8331 9.71825 -2.66321 -37.4691 38.8004 
166033 969254697 -11.308 -16.5924 -2.24051 20.204 -8.49632 -10.0667 -3.54137 13.6407 
166033 968575435 38.9725 18.6664 -0.560118 43.2158 -33.4645 -27.1712 17.8611 46.6601 
166033 968977731 11.8008 23.0171 37.2808 45.3752 1.57182 -18.6931 76.3434 78.6143 
166033 968681064 -26.0772 -5.30821 -50.7815 57.332 19.7257 -7.28827 -10.5744 23.538 
166033 969878545 -16.055 -6.19793 -18.5236 25.2844 13.1775 -2.52891 -44.462 46.4426 
166033 969954289 -14.7375 -26.4261 9.71373 31.7788 13.2426 16.8078 -61.6718 65.2785 
166033 969498346 22.1247 -9.51151 45.541 51.5165 -9.0605 4.47404 52.651 53.6119 
166033 969592493 -4.513 27.7578 167.121 169.471 2.17743 -6.79915 27.8901 28.7894 
166033 969493388 -73.4949 47.6385 -340.119 351.215 17.8022 -2.65028 15.4002 23.6877 
166033 970077903 13.7634 -0.767129 -34.3131 36.9785 9.86363 -3.03596 -20.4147 22.8751 
166033 969511440 -29.919 1.4103 -41.5249 51.2001 11.7901 2.99565 12.3217 17.3149 
166033 970330029 9.66178 17.4412 -53.5223 57.1156 14.31 2.0122 39.8496 42.3889 
166033 969695744 -17.5066 -31.5645 -42.288 55.5974 8.32138 20.0046 -49.2713 53.8246 
166033 969894264 7.10905 -15.4543 -4.85792 17.6911 4.27086 -9.05551 -3.65107 10.6571 
166033 969966128 -16.1467 -22.5708 10.375 29.6276 -13.4946 10.3925 -41.3038 44.6779 
166033 969604433 0.704601 41.5497 59.9432 72.9387 -0.392708 -23.964 -19.5161 30.908 
166033 969305901 -1.13242 -43.3951 6.61854 43.9115 0.465272 40.0915 44.8092 60.1282 
166033 969630530 44.1452 30.5473 -109.127 121.617 -21.8783 -17.5837 7.89149 29.1569 
166033 969473953 4.8777 27.2686 3.65312 27.9413 4.3665 -20.849 -41.2238 46.402 
166033 969644788 -23.1296 3.85276 7.72046 24.6866 11.9365 -5.0164 -50.5597 52.1912 
166033 970369830 27.2553 -38.8395 32.1135 57.2943 -12.0012 39.1973 57.7597 70.8282 
166033 969944342 -31.5429 -27.5923 -14.6467 44.3938 11.64 11.0624 -2.21525 16.2103 
166033 970012158 -23.0339 4.74717 45.2355 50.9838 -9.90533 7.78366 19.8899 23.5438 
166033 969904942 18.7521 1.18758 -64.2489 66.9401 -7.84065 -3.48978 -4.31957 9.60797 
166033 969865171 -58.5391 55.5531 -1.79561 80.723 3.27372 -19.2744 -27.6571 33.8694 
166033 970053067 -39.1031 25.1623 -9.64061 47.4882 13.8239 -8.44499 -26.8666 31.3725 
166033 969498137 -52.7213 -49.2472 24.2433 76.1088 16.9519 24.1303 14.6781 32.9407 
166033 969833540 46.9192 23.6289 -181.637 189.082 -44.1825 -23.4848 -135.631 144.567 
166033 971611312 26.1641 45.9962 42.518 67.8821 -5.43385 -40.8347 47.9862 63.2429 
166033 970483177 -47.2317 -23.2131 -81.6128 97.1099 14.3879 10.4689 -20.9053 27.4525 
166033 970893241 -36.6308 20.3709 -21.1748 46.9591 19.3669 -18.6566 31.4704 41.3948 
166033 971154537 39.6971 -4.28365 -2.58843 40.0113 -15.168 13.2584 0.588627 20.1545 
166033 971034511 -50.597 14.7066 -166.732 174.86 12.9942 -4.04823 37.2368 39.6461 
166033 970911441 -22.9368 17.3017 16.7255 33.2444 17.1042 -17.0904 128.853 131.102 
166033 970943121 -27.1091 39.2606 -173.84 180.268 21.1514 -31.6567 -56.1102 67.8077 
166033 970489117 -29.986 2.68974 3.70847 30.334 10.1794 -5.5443 -1.26767 11.6604 
166033 970702181 -11.5302 8.12026 43.9745 46.1805 8.56187 -3.39723 14.1361 16.8723 
166033 970849597 -5.35868 9.32973 -10.7921 15.2391 -2.82795 6.30664 -7.20807 9.98636 
166033 971083941 9.49026 -54.2773 49.5484 74.1021 -20.0015 22.7771 -7.83991 31.31 
166033 970555079 -3.68825 -26.265 25.8438 37.0318 -0.185433 -9.69291 8.31368 12.7712 
166033 970540855 -37.8918 4.6536 -52.0358 64.5381 4.7942 -2.55412 6.90464 8.78532 
166033 970567743 -17.4341 -8.9545 -10.0668 22.0334 9.95285 5.67561 -54.4371 55.6298 
166033 971459122 -10.4884 23.6026 61.2625 66.4845 1.97957 -12.9687 -19.05 23.1303 
166033 970512419 14.1875 3.25446 -11.6043 18.6155 13.1636 -2.86176 -9.54499 16.5099 
166033 970775499 -20.8477 3.70813 -26.636 34.0273 7.65604 14.4438 50.9121 53.4722 
166033 971710835 -29.8324 -19.191 -12.537 37.6224 28.3637 11.0692 50.915 59.3243 
166033 970523692 21.6162 -0.381517 37.6437 43.4103 -9.83466 6.02838 -3.71791 12.1196 
166033 970456596 23.4821 -38.12 119.285 127.41 -27.9418 31.5022 113.798 121.339 
166033 971390324 14.9446 16.897 -31.0568 38.3846 -5.37045 -5.24252 5.81867 9.49646 
166033 971223600 -41.3949 -18.4389 -186.988 192.4 8.00956 -6.92815 60.0212 60.9483 
166033 970649900 29.3977 17.3482 -1.33338 34.1608 -8.24909 -4.51386 26.1295 27.77 
166033 971327388 20.4707 13.0221 -27.3679 36.5736 -5.06019 -10.92 14.7599 19.0449 
166033 970554261 9.86803 -45.2032 10.4786 47.4395 -14.9711 42.2716 27.8996 52.8149 
166033 971024749 28.5314 13.2721 25.4709 40.484 7.12615 6.73853 20.0145 22.2884 
166033 971247509 -21.4057 6.15288 -2.03238 22.365 3.01728 10.1412 46.9875 48.164 
166033 971584126 0.372829 47.2057 71.7068 85.8509 15.5233 -37.9754 55.5005 69.0174 
166033 971604854 28.837 13.1965 45.5659 55.5155 -28.6463 -11.3924 -23.704 38.888 
166033 971842600 -1.63744 -8.84939 16.1781 18.5128 -7.92489 1.96609 -23.4208 24.8033 
166033 972660952 16.3004 7.01226 11.2832 21.0282 11.2232 0.767941 0.531306 11.262 
166033 971781827 -27.361 -33.9453 38.6548 58.2675 22.3445 35.6816 62.5324 75.3841 
166033 972438479 -20.5607 -8.74807 73.2529 76.585 -1.66587 -16.7104 21.7623 27.4884 
166033 972832175 41.5248 7.67549 4.22762 42.4393 -13.8926 4.28225 -62.1707 63.8478 
166033 972438353 -23.9223 -6.08455 42.3412 49.011 14.4677 -0.52819 0.676524 14.4931 
166033 972832089 26.1395 16.9411 -34.5098 46.4887 -9.47074 -6.07977 -3.5385 11.7974 
166033 971795857 -24.5402 -7.94423 49.3744 55.7061 15.8857 4.10057 4.88475 17.1181 
166033 972387977 -4.49232 36.0299 -115.346 120.926 12.0512 -32.3506 -17.7798 38.8319 
166033 971998885 -23.3906 -10.9686 -85.8294 89.6333 10.2633 7.86282 -22.4451 25.9026 
166033 972066405 12.2351 44.8399 4.12402 46.6618 15.1954 -39.9289 -30.0952 52.2583 
166033 972210853 -30.9822 -26.6011 96.9755 105.222 -1.36421 6.58794 -16.1989 17.5404 
166033 971995271 -15.793 45.6655 -29.5924 56.661 9.16245 -36.4886 -4.78673 37.9246 
166033 972376327 -4.06075 49.003 -51.2259 71.0062 0.529476 -40.415 -31.9669 51.5319 
166033 972508327 11.6262 10.2002 30.3823 34.0925 -8.32086 -9.77015 23.0181 26.3539 
166033 972910127 22.9803 -20.5592 -135.636 139.096 -20.1753 21.7425 5.01703 30.0824 
166033 972609490 9.60147 29.4767 -14.1696 34.0858 4.55348 -15.1842 12.7094 20.3181 
166033 972045907 -25.5298 -26.0259 -32.7634 49.0159 -13.3716 -10.7112 -16.327 23.6664 
166033 972272474 -39.7482 28.7652 -47.5781 68.3449 33.8675 -14.1608 -72.1001 80.9071 
166033 972964762 22.1056 37.329 -145.515 151.844 -18.9804 -32.3196 -68.1768 77.8003 
166033 972759716 -16.6129 -35.0877 38.1924 54.459 6.52098 33.9517 156.46 160.234 
166033 972585966 -46.8152 20.2888 163.828 171.589 36.1624 1.70947 74.2244 82.5827 
166033 972847006 27.403 6.79031 -13.6847 31.3736 -6.14042 5.06099 -21.2601 22.7005 
166033 972201188 23.6505 11.9784 66.0975 71.216 15.704 6.16113 26.059 31.0427 
166033 972495172 2.70533 -45.5377 43.8418 63.2701 -3.44378 44.2165 35.526 56.8248 
166033 972636412 -45.1868 -14.4491 -205.331 210.74 34.9262 16.5801 -68.8299 78.9449 
166033 972163448 20.8633 -9.22659 -83.7985 86.8481 4.5408 9.67248 43.9759 45.2554 
166033 972391120 26.1246 11.3573 -99.3129 103.318 -21.3299 6.96389 4.2277 22.8328 
166033 971736333 17.9151 35.7212 23.5613 46.3906 -17.9944 -31.7697 99.74 106.213 
166033 971998405 -29.321 -7.45192 -6.26845 30.8957 -4.67525 9.40282 -10.069 14.5484 
166033 972849461 43.6646 -47.5579 -34.8741 73.3795 -15.0038 0.737235 -21.4167 26.1598 
166033 972880845 4.39569 -15.892 19.3729 25.4399 -0.631778 14.2646 -37.2052 39.851 
166033 971881734 -72.6873 -21.5162 -80.2709 110.408 10.6755 -55.0749 -40.4493 69.1618 
166033 972405198 -28.5663 7.548 13.0699 32.3083 -10.6468 10.2971 12.3539 19.2874 
166033 972794214 24.5977 -52.2194 21.9213 61.7451 -3.2047 8.66287 23.9625 25.6811 
166033 972819798 -22.5584 7.73626 -26.7885 35.8658 14.5316 -11.7866 -50.9964 54.3206 
166033 973549730 -12.4643 14.1318 -4.86922 19.4622 -12.7485 -9.21878 -10.1435 18.719 
166033 973626722 -14.5513 22.578 -32.0644 41.8287 -12.3267 21.0979 -32.5465 40.6982 
166033 973951466 19.6994 4.74574 21.1675 29.3027 -14.6141 0.732895 -15.5729 21.3688 
166033 974180597 41.0594 -11.4408 50.7144 66.2474 -40.9869 2.66807 8.41763 41.9273 
166033 973982179 -20.9224 42.8049 32.9403 57.923 22.4581 -34.6663 5.67962 41.6939 
166033 974251795 8.55133 -30.7152 80.1052 86.2171 -4.59146 18.9662 17.8088 26.4188 
166033 973181543 48.5984 116.904 539.061 553.729 -7.45625 -1.19982 18.6297 20.1022 
166033 973644433 -9.75959 43.2637 33.8569 55.7969 13.1647 -38.823 62.1148 74.423 
166033 974210153 44.1683 14.1289 64.0922 79.1093 -37.2359 -1.87131 121.766 127.346 
166033 973395953 1.56914 21.6653 -12.0144 24.8232 -3.68714 -18.3103 -6.0611 19.6367 
166033 973436961 -25.3584 -34.184 1.06105 42.576 9.85757 -22.6175 -82.6177 86.223 
166033 973653729 24.465 7.72819 16.2929 30.3928 -13.49 -2.18297 -74.8684 76.1053 
166033 973541316 42.2204 13.7726 11.8572 45.9657 -39.0097 -17.9945 13.1367 44.9236 
166033 973827036 25.7101 17.1691 -136.993 140.438 -22.861 -18.1717 -40.7316 50.1188 
166033 974128940 26.8981 16.1339 -185.596 188.228 -25.098 -8.69233 -9.6454 28.2577 
166033 974239820 43.0356 9.3382 -256.302 260.058 -31.9282 -2.59459 -85.1343 90.9615 
166033 973113730 -46.58 31.3231 47.6378 73.622 -9.62301 -22.1082 -13.2252 27.5005 
166033 973457668 -0.979234 -16.8448 -4.41004 17.44 -3.67484 11.7686 -2.79916 12.6428 
166033 973530916 -46.0274 -21.6981 176.112 183.316 31.91 18.5505 218.688 221.781 
166033 973710940 29.8075 -11.2661 9.73907 33.3205 -17.7332 15.5238 118.077 120.406 
166033 973378819 16.038 -13.0109 -4.77849 21.1975 -3.32166 11.9043 19.2146 22.8461 
166033 973645877 -9.97842 -11.6487 21.123 26.1045 2.76514 12.9327 -47.9662 49.7559 
166033 973703238 -23.138 -14.7156 -44.3678 52.1576 21.0934 -0.542735 27.9147 34.9923 
166033 973266422 -11.7634 43.8331 -148.873 155.637 2.84844 -41.1789 -110.17 117.649 
166033 973925218 22.5354 -1.64791 -20.3805 30.429 -9.15488 -6.10981 2.03374 11.1928 
166033 973307676 23.9426 -1.60077 -144.019 146.004 -16.7622 1.14205 -92.8831 94.3903 
166033 973706550 45.4074 -5.60293 10.2862 46.8938 -37.5089 3.98346 -63.0975 73.5125 
166033 973140165 -28.8456 0.559697 21.7708 36.1435 12.4977 21.7553 89.2471 92.7067 
166033 981791821 -31.12 -32.5141 -130.837 138.361 7.77804 7.63847 7.74948 13.3753 
166033 980762400 -51.9836 -24.3758 -223.431 230.69 12.1494 4.06151 -1.47547 12.895 
166033 980619902 -58.0057 -29.1213 81.679 104.327 34.7058 5.72827 -36.6176 50.7755 
166033 980775590 -29.6915 -42.5583 -69.3391 86.6066 9.43427 -4.06328 -18.0678 20.7837 
166033 981147214 -16.4001 -10.5555 -30.8276 36.4791 5.43306 8.86709 -43.7376 44.9568 
166033 981296902 -24.4345 11.3524 39.5682 47.8703 6.25072 -3.36531 19.2991 20.5634 
166033 981276804 19.193 -57.499 44.7695 75.3579 -18.6852 0.528739 95.3158 97.1315 
166033 981352748 -6.57686 -26.4228 -51.5971 58.3411 2.64331 26.2619 23.6115 35.4143 
166033 981037026 23.8442 0.349293 -6.9246 24.8318 6.15121 -21.7443 10.3853 24.8697 
166033 981208650 7.09442 -51.4333 -166.905 174.794 -12.6249 48.1817 -186.694 193.224 
166033 981740034 -70.7461 -10.2645 1.5036 71.5027 22.0037 -10.4984 27.9505 37.0892 
166033 981063046 -35.207 58.5634 -106.565 126.591 -2.09385 -28.6083 -38.0026 47.6132 
166033 981679166 -19.0854 -3.0698 60.5815 63.5908 12.1927 -0.643898 28.8837 31.3583 
166033 981717014 -32.1721 8.40075 32.375 46.4086 10.0296 3.00025 -19.6819 22.2929 
166033 981409204 -18.011 7.5531 -69.6449 72.3316 16.1299 -0.890021 25.5791 30.2532 
166033 981454743 -6.79814 39.6228 24.1518 46.8987 1.55341 -28.4592 147.338 150.07 
166033 981708103 -56.8518 9.02392 42.0652 71.2954 13.4748 -48.8476 38.7762 63.8064 
166033 980740320 55.7227 -24.605 -26.1733 66.2983 11.3909 43.0122 21.4832 49.4098 
166033 981126848 -31.2984 6.03497 17.6517 36.4361 17.4634 18.3038 -50.7843 56.7366 
166033 981641072 -33.2281 0.822291 -41.2044 52.9395 19.4202 0.902478 -6.49046 20.4959 
166033 981693376 19.792 17.8544 47.7246 54.6639 -10.7169 -10.2567 27.1528 30.9407 
166033 981892184 37.2058 20.9755 250.743 254.355 -19.3636 11.9649 13.9112 26.6763 
166033 981181679 -22.7096 -6.37514 -27.4086 36.1607 14.8645 11.6016 -99.8923 101.656 
166033 981035967 -4.2866 49.5715 54.4728 73.7766 9.28249 -21.0111 -12.5051 26.1535 
166033 980630929 -10.457 -30.2474 -87.6748 93.3334 14.1597 14.1435 15.7443 25.464 
166033 981332265 16.9993 -22.9587 103.135 107.019 -12.7455 11.9866 3.03673 17.758 
166033 980855411 28.8882 -18.2489 -24.7568 42.1954 0.484683 25.9169 43.9441 51.0196 
166033 981423875 17.2399 -46.1365 10.9103 50.4462 0.918108 47.7905 5.79859 48.1497 
166033 981540043 -0.227225 -20.7906 56.6525 60.3474 16.4795 -0.603558 -96.2172 97.6201 
166033 981859579 -24.3592 -27.2172 -6.80341 37.1541 19.6834 28.4876 -97.287 103.265 
166033 981670793 -5.49236 12.0258 4.53396 13.9765 4.84208 -1.72282 28.0171 28.4846 
166033 981862553 -28.732 -20.6159 65.0183 74.013 25.7157 13.1443 -9.41844 30.3773 
166033 981018749 37.9546 91.7148 358.466 371.954 -20.0152 1.65131 16.9246 26.2636 
166033 981491266 -41.734 -0.811166 -52.2131 66.8475 27.6524 8.952 96.9288 101.193 
166033 981611802 -4.13831 -22.145 -27.4692 35.5258 -6.39304 -2.93829 -12.3727 14.2333 
166033 981352699 -4.67047 -34.0714 -0.903068 34.4019 5.5625 -3.99325 2.15807 7.17947 
166033 982866805 -10.2834 22.9682 -24.5385 35.1486 13.1778 -10.2049 71.2909 73.2133 
166033 982880640 22.3636 5.61785 133.618 135.593 -11.1036 -8.39307 61.1167 62.6816 
166033 982328998 -24.0644 -19.0328 -44.4258 53.9906 20.842 17.7613 24.2345 36.5673 
166033 982393588 -12.1346 24.1309 -74.5654 79.3067 9.30544 -13.6197 -16.6612 23.4453 
166033 982415412 22.2939 12.9159 34.8927 43.3744 1.70401 -9.23561 13.6791 16.5927 
166033 982743238 -40.0536 20.3745 -53.2555 69.6819 38.0695 -22.3001 -76.4726 88.2873 
166033 982822602 43.159 -10.7139 17.4868 47.7836 -13.6207 4.15779 6.75456 15.7618 
166033 982661988 -19.7534 12.9001 -110.728 113.213 15.4124 8.35987 -24.7189 30.306 
166033 983045340 25.5399 -8.07303 -47.4305 54.4712 1.35073 -13.4082 70.1409 71.4238 
166033 982230864 46.6424 16.0396 16.0231 51.8606 -31.5568 -24.7883 40.7249 57.1735 
166033 982247688 16.8117 -12.4761 -40.5491 45.6346 -11.4364 2.40606 -21.9012 24.8243 
166033 983132551 -9.14371 -3.56622 15.5178 18.361 3.27252 -4.91916 -18.4659 19.3881 
166033 983093563 73.4195 -29.3729 5.45132 79.2648 22.8401 56.8892 33.5966 69.9055 
166033 982315193 11.9031 -13.7166 51.8026 54.8939 0.0706796 8.30288 -34.0645 35.0619 
166033 982354421 53.6047 -17.0106 179.545 188.147 -31.0016 15.3923 171.487 174.945 
